Ngày,Diện tích,Dài,Rộng,Giá/m2
25-06-2020,55 m²,13 m,45 m,"107,27 triệu/m²"
25-06-2020,40 m²,6 m,6 m,105 triệu/m²
25-06-2020,42 m²,8 m,4 m,"73,81 triệu/m²"
25-06-2020,48 m²,12 m,4 m,"145,83 triệu/m²"
25-06-2020,32 m²,6 m,5 m,"82,81 triệu/m²"
25-06-2020,150 m²,18 m,8 m,"419,33 triệu/m²"
25-06-2020,226 m²,35 m,11 m,"21,68 triệu/m²"
25-06-2020,248 m²,10 m,6 m,"22,58 triệu/m²"
25-06-2020,35 m²,10 m,4 m,"75,71 triệu/m²"
25-06-2020,36 m²,11 m,3 m,"97,22 triệu/m²"
25-06-2020,38 m²,10 m,4 m,"105,26 triệu/m²"
25-06-2020,46 m²,975 m,47 m,"15,22 triệu/m²"
25-06-2020,45 m²,11.3 m,4 m,"137,78 triệu/m²"
25-06-2020,24 m²,3 m,7 m,"112,5 triệu/m²"
25-06-2020,30 m²,6 m,5 m,"81,67 triệu/m²"
25-06-2020,26 m²,4 m,7.6 m,"103,46 triệu/m²"
25-06-2020,28 m²,4 m,7.6 m,"96,43 triệu/m²"
25-06-2020,38 m²,5 m,7 m,"134,21 triệu/m²"
25-06-2020,45 m²,10 m,4.3 m,"282,22 triệu/m²"
25-06-2020,30 m²,8 m,4 m,"44,33 triệu/m²"
25-06-2020,33 m²,10 m,3 m,"69,7 triệu/m²"
25-06-2020,84 m²,21 m,4 m,"148,81 triệu/m²"
25-06-2020,40 m²,10 m,4 m,90 triệu/m²
25-06-2020,35 m²,7 m,5 m,"105,14 triệu/m²"
25-06-2020,33 m²,10 m,3 m,"69,7 triệu/m²"
25-06-2020,40 m²,10 m,4 m,"48,75 triệu/m²"
25-06-2020,58 m²,11.5 m,4.5 m,"124,14 triệu/m²"
25-06-2020,34 m²,7 m,4 m,"70,59 triệu/m²"
25-06-2020,45 m²,11 m,4 m,"73,33 triệu/m²"
25-06-2020,34 m²,9 m,3 m,"91,18 triệu/m²"
25-06-2020,40 m²,9 m,4 m,90 triệu/m²
25-06-2020,32 m²,8 m,4 m,"46,88 triệu/m²"
25-06-2020,86 m²,10 m,8 m,"58,14 triệu/m²"
25-06-2020,85 m²,17 m,5 m,100 triệu/m²
25-06-2020,60 m²,10 m,6 m,65 triệu/m²
25-06-2020,30 m²,10 m,3 m,90 triệu/m²
25-06-2020,42 m²,12 m,4 m,"66,67 triệu/m²"
25-06-2020,58 m²,11 m,5 m,"56,03 triệu/m²"
25-06-2020,32 m²,10 m,32 m,"73,44 triệu/m²"
25-06-2020,46 m²,10 m,44 m,65 triệu/m²
25-06-2020,20 m²,6 m,3 m,70 triệu/m²
25-06-2020,35 m²,11 m,3 m,"91,43 triệu/m²"
25-06-2020,30 m²,8 m,4 m,150 triệu/m²
25-06-2020,63 m²,99 m,61 m,"55,56 triệu/m²"
25-06-2020,52 m²,16 m,3 m,"84,62 triệu/m²"
25-06-2020,40 m²,10 m,3 m,"82,5 triệu/m²"
25-06-2020,72 m²,16 m,4 m,"116,67 triệu/m²"
25-06-2020,32 m²,8 m,4 m,"85,94 triệu/m²"
25-06-2020,46 m²,13 m,4.5 m,76.086 đ/m²
25-06-2020,42 m²,10 m,4 m,"82,14 triệu/m²"
25-06-2020,35 m²,9 m,4 m,77.142 đ/m²
25-06-2020,50 m²,10 m,5 m,130 triệu/m²
25-06-2020,33 m²,8 m,4 m,"124,24 triệu/m²"
25-06-2020,75 m²,6 m,12 m,"149,33 triệu/m²"
25-06-2020,41 m²,11 m,3 m,"78,05 triệu/m²"
25-06-2020,33 m²,10 m,33 m,"69,7 triệu/m²"
25-06-2020,48 m²,68 m,69 m,"108,33 triệu/m²"
25-06-2020,30 m²,5 m,7 m,"66,67 triệu/m²"
25-06-2020,20 m²,7 m,3 m,"117,5 triệu/m²"
25-06-2020,35 m²,7 m,5 m,"91,43 triệu/m²"
25-06-2020,26 m²,90 m,33 m,"96,15 triệu/m²"
25-06-2020,28 m²,6 m,5 m,"89,29 triệu/m²"
25-06-2020,60 m²,10 m,4 m,"47,5 triệu/m²"
25-06-2020,47 m²,15 m,4 m,"138,09 triệu/m²"
25-06-2020,56 m²,11.2 m,5 m,"214,29 triệu/m²"
25-06-2020,45 m²,8.6 m,6.5 m,"97,78 triệu/m²"
25-06-2020,32 m²,11 m,3 m,"171,88 triệu/m²"
24-06-2020,45 m²,12 m,4 m,"126,67 triệu/m²"
24-06-2020,43 m²,10 m,4 m,"106,98 triệu/m²"
24-06-2020,38 m²,9 m,3.2 m,"46,84 triệu/m²"
24-06-2020,70 m²,15 m,4 m,"57,14 triệu/m²"
24-06-2020,52 m²,8 m,6 m,"98,08 triệu/m²"
24-06-2020,38 m²,10 m,4 m,"80,26 triệu/m²"
24-06-2020,23 m²,7 m,3 m,"86,96 triệu/m²"
24-06-2020,32 m²,8 m,4 m,"84,38 triệu/m²"
24-06-2020,25 m²,6 m,4 m,600 triệu/m²
24-06-2020,38 m²,7 m,4 m,"76,32 triệu/m²"
24-06-2020,60 m²,15 m,4 m,"158,33 triệu/m²"
24-06-2020,68 m²,14 m,5 m,50.000 đ/m²
24-06-2020,33 m²,8 m,4 m,"109,09 triệu/m²"
24-06-2020,12 m²,3 m,4 m,"83,33 triệu/m²"
24-06-2020,30 m²,45 m,7 m,"88,33 triệu/m²"
24-06-2020,90 m²,18 m,4 m,"95,56 triệu/m²"
24-06-2020,75 m²,6 m,14 m,132 triệu/m²
24-06-2020,41 m²,15 m,5 m,"125,61 triệu/m²"
24-06-2020,108 m²,22 m,5 m,"33,33 triệu/m²"
24-06-2020,31 m²,8 m,4 m,"103,23 triệu/m²"
24-06-2020,43 m²,11 m,4 m,"109,3 triệu/m²"
24-06-2020,36 m²,9 m,4 m,"77,5 triệu/m²"
24-06-2020,45 m²,11 m,4 m,"73,33 triệu/m²"
24-06-2020,100 m²,16 m,6.2 m,65 triệu/m²
24-06-2020,66 m²,18 m,3 m,"219,7 triệu/m²"
24-06-2020,53 m²,13 m,4 m,"79,25 triệu/m²"
24-06-2020,60 m²,15 m,4 m,"52,15 triệu/m²"
24-06-2020,40 m²,8 m,5 m,"237,5 triệu/m²"
24-06-2020,68 m²,16 m,4 m,"98,53 triệu/m²"
24-06-2020,77 m²,17 m,4 m,"64,94 triệu/m²"
24-06-2020,30 m²,8 m,4 m,"88,33 triệu/m²"
24-06-2020,52 m²,13 m,4 m,"117,31 triệu/m²"
24-06-2020,35 m²,11 m,3 m,60 triệu/m²
24-06-2020,40 m²,8 m,5.5 m,"77,5 triệu/m²"
24-06-2020,44 m²,11 m,3 m,"68,18 triệu/m²"
24-06-2020,25 m²,6 m,5 m,92 triệu/m²
24-06-2020,58 m²,15 m,4 m,"13,79 triệu/m²"
24-06-2020,45 m²,12 m,37 m,"17,33 triệu/m²"
24-06-2020,54 m²,11 m,5 m,"77,78 triệu/m²"
24-06-2020,50 m²,12 m,4 m,55 triệu/m²
24-06-2020,56 m²,14 m,4 m,"80,36 triệu/m²"
24-06-2020,49 m²,10 m,5 m,"75,51 triệu/m²"
24-06-2020,30 m²,9 m,3 m,"133,33 triệu/m²"
24-06-2020,43 m²,14.4 m,3.5 m,"11,86 triệu/m²"
24-06-2020,36 m²,6 m,6 m,"66,67 triệu/m²"
24-06-2020,56 m²,10 m,5.5 m,"132,14 triệu/m²"
24-06-2020,35 m²,10 m,3 m,"88,57 triệu/m²"
24-06-2020,4 m²,10 m,4 m,950 triệu/m²
24-06-2020,60 m²,8 m,8 m,"308,33 triệu/m²"
24-06-2020,38 m²,10 m,3.8 m,"68,42 triệu/m²"
24-06-2020,270 m²,22 m,13 m,303.703 đ/m²
24-06-2020,36 m²,7 m,5 m,"68,89 triệu/m²"
24-06-2020,54 m²,12 m,4.5 m,"107,41 triệu/m²"
24-06-2020,75 m²,15 m,5 m,"118,52 triệu/m²"
24-06-2020,30 m²,8 m,4 m,"88,33 triệu/m²"
24-06-2020,50 m²,13 m,4 m,290 triệu/m²
24-06-2020,45 m²,13 m,3 m,"104,44 triệu/m²"
24-06-2020,30 m²,8 m,4 m,60 triệu/m²
24-06-2020,63 m²,13 m,3 m,"90,48 triệu/m²"
24-06-2020,45 m²,9 m,5 m,"166,67 triệu/m²"
24-06-2020,40 m²,10 m,4 m,"122,5 triệu/m²"
24-06-2020,61 m²,9 m,5 m,"46,72 triệu/m²"
24-06-2020,35 m²,7 m,5 m,"85,71 triệu/m²"
24-06-2020,46 m²,11.5 m,4 m,"18,48 triệu/m²"
24-06-2020,55 m²,15 m,4 m,120.000 đ/m²
24-06-2020,107 m²,20 m,5 m,"27,1 triệu/m²"
24-06-2020,72 m²,18 m,4 m,"152,78 triệu/m²"
24-06-2020,35 m²,11 m,3.1 m,70 triệu/m²
24-06-2020,48 m²,12 m,4 m,"156,23 triệu/m²"
24-06-2020,48 m²,12 m,4 m,"118,75 triệu/m²"
24-06-2020,30 m²,7 m,4 m,"126,67 triệu/m²"
24-06-2020,162 m²,18 m,9 m,"61,73 triệu/m²"
24-06-2020,55 m²,12 m,4 m,"118,18 triệu/m²"
24-06-2020,60 m²,15 m,4 m,"93,33 triệu/m²"
24-06-2020,55 m²,15 m,4 m,"121,45 triệu/m²"
24-06-2020,38 m²,7 m,5 m,"126,32 triệu/m²"
24-06-2020,35 m²,10 m,3.5 m,"111,43 triệu/m²"
24-06-2020,180 m²,20 m,9 m,"71,67 triệu/m²"
24-06-2020,45 m²,11 m,4 m,"87,78 triệu/m²"
24-06-2020,25 m²,6 m,3 m,60 triệu/m²
24-06-2020,50 m²,11 m,4 m,92 triệu/m²
24-06-2020,70 m²,12 m,6 m,"162,86 triệu/m²"
24-06-2020,35 m²,10 m,3 m,"111,43 triệu/m²"
24-06-2020,38 m²,4 m,8 m,"92,11 triệu/m²"
24-06-2020,45 m²,12 m,3.8 m,120 triệu/m²
24-06-2020,38 m²,10 m,3.6 m,"84,21 triệu/m²"
24-06-2020,57 m²,11 m,5 m,"117,54 triệu/m²"
24-06-2020,38 m²,7 m,5 m,"63,16 triệu/m²"
24-06-2020,45 m²,9 m,4 m,"166,67 triệu/m²"
24-06-2020,30 m²,8 m,4 m,"113,33 triệu/m²"
24-06-2020,45 m²,12 m,4 m,"43,56 triệu/m²"
24-06-2020,56 m²,10 m,55 m,"133,93 triệu/m²"
24-06-2020,100 m²,20 m,5 m,"54,5 triệu/m²"
24-06-2020,46 m²,12 m,4 m,"119,57 triệu/m²"
24-06-2020,30 m²,9 m,4 m,50 triệu/m²
24-06-2020,30 m²,10 m,3 m,70 triệu/m²
24-06-2020,20 m²,4 m,5 m,"62,5 triệu/m²"
24-06-2020,38 m²,10 m,3 m,"167,11 triệu/m²"
24-06-2020,35 m²,11 m,3 m,"181,43 triệu/m²"
24-06-2020,55 m²,13 m,4 m,60 triệu/m²
24-06-2020,61 m²,15 m,4 m,"59,84 triệu/m²"
24-06-2020,33 m²,9 m,3.4 m,"63,64 triệu/m²"
24-06-2020,45 m²,8 m,6 m,"61,11 triệu/m²"
24-06-2020,20 m²,6 m,3.3 m,"87,5 triệu/m²"
24-06-2020,58 m²,13.8 m,4.2 m,"105,17 triệu/m²"
24-06-2020,55 m²,14 m,4 m,"85,09 triệu/m²"
24-06-2020,42 m²,8 m,5 m,"102,38 triệu/m²"
24-06-2020,50 m²,9 m,6 m,310 triệu/m²
24-06-2020,55 m²,11 m,5 m,"105,45 triệu/m²"
24-06-2020,71 m²,16 m,4 m,"91,55 triệu/m²"
24-06-2020,60 m²,15 m,4 m,"48,33 triệu/m²"
24-06-2020,30 m²,8 m,4 m,80 triệu/m²
24-06-2020,46 m²,12 m,4 m,"72,83 triệu/m²"
24-06-2020,56 m²,15 m,3 m,"94,64 triệu/m²"
24-06-2020,41 m²,10 m,42 m,"36,59 triệu/m²"
24-06-2020,70 m²,15 m,4 m,"278,57 triệu/m²"
24-06-2020,97 m²,15 m,6 m,"252,58 triệu/m²"
24-06-2020,47 m²,9 m,5 m,"159,57 triệu/m²"
24-06-2020,45 m²,12 m,3 m,"48,89 triệu/m²"
24-06-2020,49 m²,13 m,4 m,"81,63 triệu/m²"
24-06-2020,43 m²,9 m,4 m,"35,58 triệu/m²"
24-06-2020,35 m²,7 m,5 m,"94,29 triệu/m²"
24-06-2020,44 m²,11 m,4 m,"69,32 triệu/m²"
24-06-2020,68 m²,11 m,6.5 m,"183,82 triệu/m²"
24-06-2020,35 m²,9 m,4 m,"102,86 triệu/m²"
24-06-2020,32 m²,8 m,4 m,"65,63 triệu/m²"
24-06-2020,50 m²,10 m,5 m,110 triệu/m²
24-06-2020,50 m²,10 m,5 m,190.000 đ/m²
24-06-2020,70 m²,9 m,8 m,71.285 đ/m²
24-06-2020,250 m²,10 m,5 m,"18,4 triệu/m²"
24-06-2020,34 m²,5.4 m,6.5 m,"86,76 triệu/m²"
24-06-2020,43 m²,10 m,4 m,"86,05 triệu/m²"
24-06-2020,39 m²,13 m,3 m,"51,28 triệu/m²"
24-06-2020,25 m²,8 m,3 m,116 triệu/m²
24-06-2020,35 m²,7 m,5 m,100 triệu/m²
24-06-2020,32 m²,9 m,3.5 m,"109,38 triệu/m²"
24-06-2020,70 m²,14 m,5 m,"53,97 triệu/m²"
24-06-2020,65 m²,19 m,3.5 m,"58,46 triệu/m²"
24-06-2020,65 m²,15 m,4 m,80 triệu/m²
24-06-2020,66 m²,12 m,42 m,"83,33 triệu/m²"
24-06-2020,29 m²,9 m,4 m,"34,48 triệu/m²"
24-06-2020,30 m²,10 m,3 m,90 triệu/m²
24-06-2020,55 m²,12 m,4 m,"64,55 triệu/m²"
24-06-2020,64 m²,18 m,3.5 m,"57,81 triệu/m²"
24-06-2020,61 m²,15 m,4 m,"85,25 triệu/m²"
24-06-2020,25 m²,5 m,5 m,180 triệu/m²
24-06-2020,56 m²,14 m,4.5 m,"139,29 triệu/m²"
24-06-2020,42 m²,10 m,4 m,"85,71 triệu/m²"
24-06-2020,48 m²,12 m,3 m,"70,83 triệu/m²"
24-06-2020,115 m²,20 m,6 m,"273,04 triệu/m²"
24-06-2020,35 m²,11 m,31 m,"78,57 triệu/m²"
24-06-2020,30 m²,7 m,4 m,65 triệu/m²
24-06-2020,61 m²,15 m,4 m,"46,72 triệu/m²"
24-06-2020,38 m²,10 m,4 m,"68,42 triệu/m²"
24-06-2020,60 m²,9 m,6 m,"121,67 triệu/m²"
24-06-2020,30 m²,10 m,3.6 m,"76,67 triệu/m²"
24-06-2020,38 m²,11 m,3.3 m,"71,05 triệu/m²"
24-06-2020,37 m²,9 m,38 m,"86,49 triệu/m²"
24-06-2020,30 m²,10 m,35 m,"78,33 triệu/m²"
24-06-2020,55 m²,11 m,5 m,"272,73 triệu/m²"
24-06-2020,76 m²,7 m,10 m,"105,92 triệu/m²"
24-06-2020,20 m²,45 m,4 m,90 triệu/m²
24-06-2020,36 m²,9 m,4 m,"291,67 triệu/m²"
24-06-2020,138 m²,20 m,6.6 m,297.101 đ/m²
24-06-2020,111 m²,17 m,6 m,"127,93 triệu/m²"
24-06-2020,50 m²,10 m,5 m,80 triệu/m²
24-06-2020,52 m²,14 m,3 m,"91,35 triệu/m²"
24-06-2020,46 m²,10 m,5 m,"53,91 triệu/m²"
24-06-2020,36 m²,9 m,4 m,75 triệu/m²
24-06-2020,42 m²,11 m,4 m,100 triệu/m²
24-06-2020,47 m²,13 m,3 m,"251,06 triệu/m²"
24-06-2020,50 m²,10 m,5 m,148 triệu/m²
24-06-2020,40 m²,12 m,3 m,"76,25 triệu/m²"
24-06-2020,21 m²,5 m,4 m,"32,38 triệu/m²"
24-06-2020,40 m²,11 m,3 m,45 triệu/m²
24-06-2020,56 m²,16 m,4 m,"55,36 triệu/m²"
24-06-2020,60 m²,12 m,5 m,"91,67 triệu/m²"
24-06-2020,46 m²,11 m,4 m,"64,13 triệu/m²"
24-06-2020,29 m²,10 m,4 m,"70,69 triệu/m²"
24-06-2020,21 m²,5 m,4 m,"66,67 triệu/m²"
24-06-2020,30 m²,7 m,6 m,"91,67 triệu/m²"
24-06-2020,25 m²,7 m,3.5 m,74 triệu/m²
24-06-2020,90 m²,15 m,6 m,"101,11 triệu/m²"
24-06-2020,90 m²,20 m,4.5 m,"116,67 triệu/m²"
24-06-2020,26 m²,8 m,3 m,"94,23 triệu/m²"
24-06-2020,62 m²,11 m,5 m,"93,55 triệu/m²"
24-06-2020,40 m²,10 m,3 m,"147,5 triệu/m²"
24-06-2020,60 m²,12 m,5 m,"166,67 triệu/m²"
24-06-2020,35 m²,7 m,5 m,"71,43 triệu/m²"
24-06-2020,53 m²,13 m,4 m,"122,64 triệu/m²"
24-06-2020,81 m²,27 m,3 m,"81,48 triệu/m²"
24-06-2020,42 m²,10 m,4 m,"86,9 triệu/m²"
24-06-2020,35 m²,9 m,4 m,"68,57 triệu/m²"
24-06-2020,65 m²,10 m,6.5 m,"192,31 triệu/m²"
24-06-2020,65 m²,14 m,4 m,"76,92 triệu/m²"
24-06-2020,30 m²,6 m,5 m,"76,67 triệu/m²"
24-06-2020,33 m²,9 m,3 m,"96,97 triệu/m²"
24-06-2020,85 m²,14 m,6 m,"151,76 triệu/m²"
24-06-2020,45 m²,11 m,4 m,"81,11 triệu/m²"
24-06-2020,35 m²,10 m,3.5 m,"77,14 triệu/m²"
24-06-2020,32 m²,8 m,3.8 m,"76,56 triệu/m²"
24-06-2020,52 m²,10 m,5 m,"211,54 triệu/m²"
24-06-2020,36 m²,9 m,4 m,"61,73 triệu/m²"
24-06-2020,40 m²,10 m,4 m,"122,5 triệu/m²"
24-06-2020,70 m²,15 m,5 m,"110,14 triệu/m²"
24-06-2020,59 m²,10.2 m,6.2 m,"177,97 triệu/m²"
24-06-2020,35 m²,10 m,3 m,"85,71 triệu/m²"
24-06-2020,38 m²,10 m,4 m,"81,58 triệu/m²"
24-06-2020,50 m²,10 m,5 m,34 triệu/m²
24-06-2020,140 m²,15 m,9 m,"192,86 triệu/m²"
24-06-2020,80 m²,16 m,5 m,"112,5 triệu/m²"
24-06-2020,45 m²,7 m,6 m,"105,56 triệu/m²"
24-06-2020,25 m²,6 m,5 m,184 triệu/m²
24-06-2020,25 m²,5 m,5 m,72 triệu/m²
24-06-2020,40 m²,12 m,3.6 m,"137,5 triệu/m²"
24-06-2020,36 m²,9 m,4 m,"108,33 triệu/m²"
24-06-2020,50 m²,12 m,4 m,170 triệu/m²
24-06-2020,61 m²,10 m,6.1 m,"127,87 triệu/m²"
24-06-2020,30 m²,8.5 m,3.5 m,"73,33 triệu/m²"
24-06-2020,36 m²,9 m,4 m,"108,33 triệu/m²"
24-06-2020,40 m²,7 m,6 m,"232,5 triệu/m²"
24-06-2020,30 m²,8 m,4 m,90 triệu/m²
24-06-2020,32 m²,7 m,4 m,"80,63 triệu/m²"
24-06-2020,66 m²,12 m,5 m,"156,06 triệu/m²"
24-06-2020,90 m²,14 m,5 m,"103,33 triệu/m²"
24-06-2020,34 m²,11 m,3 m,"79,41 triệu/m²"
24-06-2020,306 m²,20 m,15 m,"282,68 triệu/m²"
24-06-2020,37 m²,8 m,5 m,"93,24 triệu/m²"
24-06-2020,40 m²,9 m,4 m,"86,25 triệu/m²"
24-06-2020,34 m²,11 m,3 m,"79,41 triệu/m²"
24-06-2020,60 m²,10 m,6 m,"68,33 triệu/m²"
24-06-2020,47 m²,10 m,4 m,"53,19 triệu/m²"
24-06-2020,48 m²,10 m,3 m,"31,67 triệu/m²"
24-06-2020,133 m²,20 m,6 m,"147,37 triệu/m²"
24-06-2020,26 m²,9 m,3 m,"99,23 triệu/m²"
24-06-2020,35 m²,8 m,4 m,"97,14 triệu/m²"
24-06-2020,33 m²,10 m,3 m,"84,85 triệu/m²"
24-06-2020,35 m²,8 m,4 m,"72,86 triệu/m²"
24-06-2020,75 m²,19 m,4 m,"106,67 triệu/m²"
24-06-2020,30 m²,8.8 m,3.8 m,"78,33 triệu/m²"
24-06-2020,42 m²,8 m,5.6 m,"166,67 triệu/m²"
24-06-2020,48 m²,10500 m,4300 m,"157,29 triệu/m²"
24-06-2020,32 m²,9 m,4 m,"78,13 triệu/m²"
24-06-2020,50 m²,11 m,4 m,114 triệu/m²
24-06-2020,75 m²,16.6 m,4.5 m,"133,32 triệu/m²"
24-06-2020,35 m²,10 m,3.5 m,"77,14 triệu/m²"
24-06-2020,45 m²,12 m,5 m,"173,33 triệu/m²"
24-06-2020,65 m²,13 m,5 m,"292,31 triệu/m²"
24-06-2020,27 m²,5 m,5 m,"107,41 triệu/m²"
24-06-2020,55 m²,9 m,6 m,"154,55 triệu/m²"
24-06-2020,30 m²,10 m,3 m,"116,67 triệu/m²"
24-06-2020,33 m²,13 m,2.9 m,"69,7 triệu/m²"
24-06-2020,60 m²,12 m,5 m,105 triệu/m²
24-06-2020,129 m²,22.5 m,5.73 m,"22,48 triệu/m²"
24-06-2020,70 m²,14 m,5 m,97.142 đ/m²
24-06-2020,35 m²,10 m,3.5 m,"78,29 triệu/m²"
24-06-2020,55 m²,10.5 m,5 m,"272,73 triệu/m²"
24-06-2020,52 m²,13 m,4 m,"34,23 triệu/m²"
24-06-2020,37 m²,7 m,5 m,"116,22 triệu/m²"
24-06-2020,43 m²,123 m,345 m,"72,09 triệu/m²"
24-06-2020,34 m²,6 m,5 m,"36,76 triệu/m²"
24-06-2020,35 m²,8 m,4 m,"74,29 triệu/m²"
24-06-2020,35 m²,10 m,3 m,"65,71 triệu/m²"
24-06-2020,82 m²,16 m,5 m,"109,76 triệu/m²"
24-06-2020,40 m²,8 m,5 m,90 triệu/m²
24-06-2020,61 m²,15 m,4 m,"59,02 triệu/m²"
24-06-2020,30 m²,8 m,4 m,110 triệu/m²
24-06-2020,30 m²,10 m,3 m,"78,33 triệu/m²"
24-06-2020,35 m²,8 m,4 m,80 triệu/m²
24-06-2020,84 m²,14 m,6 m,"113,1 triệu/m²"
24-06-2020,90 m²,15 m,6 m,"86,67 triệu/m²"
24-06-2020,35 m²,8 m,4 m,"72,86 triệu/m²"
24-06-2020,56 m²,12 m,5 m,75 triệu/m²
24-06-2020,54 m²,15 m,3 m,"70,37 triệu/m²"
24-06-2020,56 m²,14 m,4 m,"103,57 triệu/m²"
24-06-2020,65 m²,10 m,6.2 m,"69,23 triệu/m²"
24-06-2020,55 m²,14 m,4 m,"78,18 triệu/m²"
24-06-2020,36 m²,6 m,6 m,"107,78 triệu/m²"
24-06-2020,40 m²,8 m,5 m,140 triệu/m²
24-06-2020,55 m²,18.5 m,3 m,"74,55 triệu/m²"
24-06-2020,30 m²,10 m,2 m,120 triệu/m²
24-06-2020,45 m²,10 m,4.6 m,"333,33 triệu/m²"
24-06-2020,44 m²,12 m,4 m,"102,27 triệu/m²"
24-06-2020,53 m²,10.67 m,5.09 m,"64,15 triệu/m²"
24-06-2020,28 m²,7.5 m,3.6 m,"678,57 triệu/m²"
24-06-2020,33 m²,7 m,5 m,"93,94 triệu/m²"
24-06-2020,25 m²,7 m,35 m,"79,2 triệu/m²"
24-06-2020,30 m²,8 m,4 m,"86,67 triệu/m²"
24-06-2020,57 m²,16 m,3 m,"107,02 triệu/m²"
24-06-2020,50 m²,10 m,5 m,130 triệu/m²
24-06-2020,35 m²,9 m,4 m,70 triệu/m²
24-06-2020,24 m²,6 m,4 m,"91,67 triệu/m²"
24-06-2020,55 m²,16 m,4 m,"67,27 triệu/m²"
24-06-2020,33 m²,10 m,32 m,"45,45 triệu/m²"
24-06-2020,63 m²,18 m,3.6 m,"59,52 triệu/m²"
24-06-2020,66 m²,14 m,4 m,"78,79 triệu/m²"
24-06-2020,50 m²,12 m,4 m,128 triệu/m²
24-06-2020,31 m²,8 m,4 m,"67,1 triệu/m²"
24-06-2020,36 m²,9 m,4 m,"108,33 triệu/m²"
24-06-2020,40 m²,10 m,4 m,"62,5 triệu/m²"
24-06-2020,45 m²,9 m,5 m,"124,22 triệu/m²"
24-06-2020,35 m²,88 m,4 m,90 triệu/m²
24-06-2020,65 m²,15 m,4 m,"89,23 triệu/m²"
24-06-2020,34 m²,9 m,3 m,"85,29 triệu/m²"
24-06-2020,42 m²,11 m,4 m,"85,71 triệu/m²"
24-06-2020,45 m²,11 m,4 m,"122,22 triệu/m²"
24-06-2020,40 m²,13 m,3 m,80 triệu/m²
24-06-2020,44 m²,10 m,4 m,"82,95 triệu/m²"
24-06-2020,35 m²,9 m,4 m,"81,43 triệu/m²"
24-06-2020,32 m²,10 m,3 m,"51,56 triệu/m²"
24-06-2020,40 m²,11 m,3 m,"123,75 triệu/m²"
24-06-2020,45 m²,12 m,3 m,"85,56 triệu/m²"
24-06-2020,32 m²,10 m,3 m,"85,94 triệu/m²"
24-06-2020,38 m²,7 m,5 m,"102,63 triệu/m²"
24-06-2020,26 m²,8 m,3 m,"78,85 triệu/m²"
24-06-2020,55 m²,12 m,4 m,"87,27 triệu/m²"
24-06-2020,46 m²,13 m,3 m,75 triệu/m²
24-06-2020,38 m²,7 m,5 m,"102,11 triệu/m²"
24-06-2020,61 m²,16 m,5 m,"85,25 triệu/m²"
24-06-2020,130 m²,10 m,92 m,"107,69 triệu/m²"
24-06-2020,40 m²,10 m,4 m,75 triệu/m²
24-06-2020,98 m²,10 m,12 m,"151,02 triệu/m²"
24-06-2020,35 m²,7 m,5 m,"88,57 triệu/m²"
24-06-2020,40 m²,8 m,5 m,"327,5 triệu/m²"
24-06-2020,36 m²,8 m,4 m,"83,33 triệu/m²"
24-06-2020,48 m²,12 m,4 m,"96,88 triệu/m²"
24-06-2020,25 m²,4 m,5 m,174 triệu/m²
24-06-2020,42 m²,7 m,6 m,100 triệu/m²
24-06-2020,35 m²,8 m,45 m,"47,14 triệu/m²"
24-06-2020,41 m²,11 m,3.5 m,"53,66 triệu/m²"
24-06-2020,50 m²,10 m,5 m,64 triệu/m²
24-06-2020,25 m²,5 m,5 m,160 triệu/m²
24-06-2020,30 m²,9 m,3.45 m,"91,67 triệu/m²"
23-06-2020,40 m²,10 m,4 m,90 triệu/m²
23-06-2020,52 m²,8.5 m,6.2 m,"86,54 triệu/m²"
23-06-2020,50 m²,12.5 m,4 m,80 triệu/m²
23-06-2020,60 m²,10 m,6 m,"55,83 triệu/m²"
23-06-2020,34 m²,10300 m,3400 m,"98,53 triệu/m²"
23-06-2020,35 m²,9 m,4 m,"107,14 triệu/m²"
23-06-2020,110 m²,22 m,5 m,"76,36 triệu/m²"
23-06-2020,25 m²,5 m,5 m,172 triệu/m²
23-06-2020,45 m²,10 m,5 m,"233,33 triệu/m²"
23-06-2020,37 m²,12 m,3.2 m,"105,41 triệu/m²"
23-06-2020,56 m²,12 m,4 m,"428,57 triệu/m²"
23-06-2020,40 m²,10 m,4 m,"162,5 triệu/m²"
23-06-2020,50 m²,13 m,4 m,100 triệu/m²
23-06-2020,50 m²,10 m,5 m,264 triệu/m²
23-06-2020,50 m²,10 m,5 m,108 triệu/m²
23-06-2020,60 m²,12 m,5 m,75 triệu/m²
23-06-2020,33 m²,9 m,3 m,100 triệu/m²
23-06-2020,32 m²,8 m,4 m,"146,88 triệu/m²"
23-06-2020,45 m²,12 m,3 m,"57,78 triệu/m²"
23-06-2020,39 m²,9 m,4 m,"107,69 triệu/m²"
23-06-2020,42 m²,7 m,6 m,"221,43 triệu/m²"
23-06-2020,39 m²,8 m,5 m,"110,26 triệu/m²"
23-06-2020,45 m²,6 m,7 m,"188,89 triệu/m²"
23-06-2020,52 m²,9 m,6 m,"105,77 triệu/m²"
23-06-2020,40 m²,8 m,5 m,95 triệu/m²
23-06-2020,35 m²,10 m,3 m,"142,86 triệu/m²"
23-06-2020,34 m²,7.9 m,4.2 m,"87,65 triệu/m²"
23-06-2020,33 m²,7.5 m,5 m,"75,76 triệu/m²"
